keyword,title,price,url,shipping_x,scraped_at,title_full,price_item,condition,shipping_y,marca,linha,modelo,cor,tamanho_da_tela,é_dual_sim,memória_interna,memória_ram,rede_móvel,número_de_homologação_da_anatel,ano_de_lançamento,tipo_de_conector_de_carregamento,com_conector_usb,com_conector_jack_3_5_mm,com_wi_fi,com_gps,com_bluetooth,com_nfc,resolução_da_câmera_traseira_principal,resolução_de_vídeo_da_câmera_traseira,resolução_da_câmera_frontal_principal,resolução_das_câmeras_traseiras,abertura_do_diafragma_da_câmera_traseira,resolução_das_câmeras_frontais,abertura_do_diafragma_da_câmera_frontal,quantidade_de_câmeras_traseiras,quantidade_de_câmeras_frontais,resolução_de_vídeo_da_câmera_frontal,com_câmera,com_flash_na_câmara_frontal,peso,altura_x_largura_x_profundidade,com_acelerômetro,com_sensor_de_proximidade,com_giroscópio,com_bússola,com_barômetro,quantidade_de_ranhuras_para_cartão_sim,quantidade_de_esims,tamanhos_de_cartão_sim_compatíveis,com_esim,nome_do_sistema_operacional,versão_original_do_sistema_operacional,modelo_do_processador,mês_de_lançamento,tipo_de_resolução_da_tela,resolução_da_tela,tecnologia_da_tela,tipo_de_tela,pixels_por_polegada_da_tela,brilho_máximo_da_tela,com_tela_tátil,tipo_de_bateria,com_carregamento_rápido,com_carregamento_sem_fio,com_bateria_removível,com_leitor_de_impressão_digital,com_reconhecimento_facial,com_botão_sos,classificação_ip,com_teclado_qwerty_físico,é_resistente_a_salpicos,é_resistente_à_água,é_resistente_ao_pó,é_resistente_a_quedas,inclui_lápis
iphone-14,Apple iPhone 14 128gb Preto Lacrado Garantia 1 Ano + Brinde,5590,https://produto.mercadolivre.com.br/MLB-3705386047-apple-iphone-14-128gb-preto-lacrado-garantia-1-ano-brinde-_JM?searchVariation=180564774278,Frete grátis,2025-05-18 18:20:09.825178,Apple iPhone 14 128gb Preto Lacrado Garantia 1 Ano + Brinde,5590,Novo  |  1 vendido,"em 12x R$ 465 , 83 sem juros",Apple,iPhone 14,iPhone 14,,"6,1 """,Não,128 GB,4 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,iPhone 12 Pro 256gb Excelente Vitrine-novo + Brindes,4850,https://produto.mercadolivre.com.br/MLB-5237256254-iphone-12-pro-256gb-excelente-vitrine-novo-brindes-_JM?searchVariation=182634926406,Frete grátis,2025-05-18 18:20:09.826179,iPhone 12 Pro 256gb Excelente Vitrine-novo + Brindes (Recondicionado),4850,Recondicionado  |  3 vendidos,"em 12x R$ 404 , 17 sem juros",Apple,iPhone 14,iPhone 14 Pro,,"6,1 """,Não,128 GB,6 GB,5G,129982001993,2020,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,3840 px x 2160 px,12 Mpx,12 Mpx/12 Mpx/12 Mpx,f 1.6/f 2.0/f 2.4,,f 2.2,3,1,3840 px x 2160 px,Sim,Não,,146.7 mm x 71.5 mm x 7.4 mm,Sim,Sim,Sim,Sim,Sim,1,1,Nano-SIM,Sim,iOS,14,Apple A14 Bionic,Outubro,,1170 px x 2532 px,OLED,,460 ppi,1.200 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,,Sim,,IP68,Não,Sim,Sim,Sim,,
iphone-14,Apple iPhone 14 512gb (product)red,9151,https://produto.mercadolivre.com.br/MLB-3796757865-apple-iphone-14-512gb-productred-_JM,Frete grátis,2025-05-18 18:20:09.826179,Apple iPhone 14 512gb (product)red,9151,Novo,"em 12x R$ 762 , 66 sem juros",Apple,iPhone 14,iPhone 14 BR,Vermelho,"6,1 """,Não,512 GB,6 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,Apple iPhone 14 (128 GB) - Estelar (Novo com caixa aberta),3899,https://www.mercadolivre.com.br/apple-iphone-14-128-gb-estelar-novo-com-caixa-aberta/p/MLB2016200786,Frete grátis,2025-05-18 18:20:09.826179,Apple iPhone 14 (128 GB) - Estelar (Novo com caixa aberta),3899,Caixa aberta  |  4 vendidos,"em 12x R$ 324 , 92 sem juros",Apple,iPhone 14,iPhone 14,Estelar,"6,1 """,Não,128 GB,4 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,"iPhone 14 Apple Azul, 256gb",7786,https://produto.mercadolivre.com.br/MLB-4776697918-iphone-14-apple-azul-256gb-_JM,,2025-05-18 18:20:09.826179,"iPhone 14 Apple Azul, 256gb",7786,Novo,"em 12x R$ 648 , 90 sem juros",Apple,iPhone 14,iPhone 14 BR,Azul,"6,1 """,Não,,,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,iPhone 14 128g (Recondicionado),3250,https://produto.mercadolivre.com.br/MLB-5380686958-iphone-14-128g-recondicionado-_JM?searchVariation=183558931348,Frete grátis,2025-05-18 18:20:09.826179,iPhone 14 128g (Recondicionado) (Recondicionado),3250,Recondicionado,"em 12x R$ 270 , 83 sem juros",Apple,iPhone 14,iPhone 14,,,Não,128 GB,4 GB,5G,109862201993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iOS,,Apple A15 Bionic,,,,,,,,,,,,,,,,,,,,,,
iphone-14,"iPhone 14 Apple Meia-noite, 256gb",5698,https://produto.mercadolivre.com.br/MLB-4776672916-iphone-14-apple-meia-noite-256gb-_JM,,2025-05-18 18:20:09.826179,"iPhone 14 Apple Meia-noite, 256gb",5698,Novo,"em 12x R$ 547 , 76",Apple,iPhone 14,iPhone 14 BR,Meia-noite,"6,1 """,Não,256 GB,4 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,Apple iPhone 14 512gb (product)red,8827,https://produto.mercadolivre.com.br/MLB-3828831175-apple-iphone-14-512gb-productred-_JM,Frete grátis,2025-05-18 18:20:09.827178,Apple iPhone 14 512gb (product)red,8827,Novo,Apple,Apple,iPhone 14,iPhone 14 BR,Vermelho,"6,1 """,Não,512 GB,6 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,Apple iPhone 14 128 Gb Memoria + Fone Carregador,3450,https://produto.mercadolivre.com.br/MLB-5314519516-apple-iphone-14-128-gb-memoria-fone-carregador-_JM?searchVariation=187185991509,Frete grátis,2025-05-18 18:20:09.827178,Apple iPhone 14 128 Gb Memoria + Fone Carregador (Recondicionado),3450,Recondicionado  |  1 vendido,"em 12x R$ 287 , 50 sem juros",Apple,iPhone 14,iPhone 14,,"6,1 """,Não,128 GB,6 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,"iPhone 14 Apple Meia-noite, 256gb",5898,https://produto.mercadolivre.com.br/MLB-4776710788-iphone-14-apple-meia-noite-256gb-_JM,,2025-05-18 18:20:09.827178,"iPhone 14 Apple Meia-noite, 256gb",5898,Novo,"em 12x R$ 491 , 57 sem juros",Apple,iPhone 14,iPhone 14 BR,Meia-noite,"6,1 """,Não,256 GB,4 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,Apple iPhone 14 Pro (512 Gb) - Cor dourada,9499,https://www.mercadolivre.com.br/apple-iphone-14-pro-512-gb-cor-dourada/p/MLB19615350,Frete grátis,2025-05-18 18:20:09.827178,Apple iPhone 14 Pro (512 Gb) - Cor dourada,9499,Novo  |  +5 vendidos,"em 12x R$ 913 , 01",Apple,iPhone 14,iPhone 14 Pro,Dourado,"6,1 """,Não,512 GB,6 GB,5G,111142201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,48 Mpx,3840 px x 2160 px,12 Mpx,48 Mpx/12 Mpx/12 Mpx,f 1.78 / f 2.2 / f 1.78,12 Mpx,f 1.9,3,1,3840 px x 2160 px,Sim,Sim,206 g,14.75 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A16 Bionic,Setembro,OLED,2556 px x 1179 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Sim,Não
iphone-14,Apple iPhone 14 (128 GB) - Estelar - Distribuidor Autorizado,6432,https://www.mercadolivre.com.br/apple-iphone-14-128-gb-estelar-distribuidor-autorizado/p/MLB1019615378,Chegará grátis amanhã,2025-05-18 18:20:10.642996,Apple iPhone 14 (128 GB) - Estelar - Distribuidor Autorizado,6432,Novo  |  +10mil vendidos,"ou R$ 4.568 , 68 em 10x R$ 456 , 87 sem juros",Apple,iPhone 14,iPhone 14,Estelar,"6,1 """,Não,128 GB,4 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,Apple iPhone 14 (256 GB) - Estelar - Distribuidor Autorizado,5658,https://www.mercadolivre.com.br/apple-iphone-14-256-gb-estelar-distribuidor-autorizado/p/MLB1019615376,Chegará grátis amanhã,2025-05-18 18:20:10.642996,Apple iPhone 14 (256 GB) - Estelar - Distribuidor Autorizado,5658,Novo  |  +1000 vendidos,"ou R$ 5.219 , 86 em 10x R$ 521 , 99 sem juros",Apple,iPhone 14,iPhone 14,Estelar,"6,1 """,Não,256 GB,6 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,Apple iPhone 14 (256 Gb) - Branco estelar,5499,https://www.mercadolivre.com.br/apple-iphone-14-256-gb-branco-estelar/p/MLB19615376,Frete grátis,2025-05-18 18:20:10.642996,Apple iPhone 14 (256 Gb) - Branco estelar,5499,Novo  |  +100 vendidos,"em 12x R$ 412 , 42 sem juros",Apple,iPhone 14,iPhone 14,Estelar,"6,1 """,Não,256 GB,6 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
iphone-14,Apple iPhone 14 Plus (512 GB) - Meia-noite - Excelente (Recondicionado),4198,https://www.mercadolivre.com.br/apple-iphone-14-plus-512-gb-meia-noite-excelente-recondicionado/p/MLB2000032505,Frete grátis,2025-05-18 18:20:10.642996,Apple iPhone 14 Plus (512 GB) - Meia-noite - Excelente (Recondicionado),4198,Recondicionado  |  2 vendidos,"em 12x R$ 349 , 84 sem juros",Apple,iPhone 14,iPhone 14 Plus,Meia‑noite,"6,7 """,Não,512 GB,6 GB,5G,109872201993,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iphone-14,Samsung Galaxy A25 5G Dual SIM 128Gb Azul Escuro 6Gb Ram,1570,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=lVhYXzQDY%2FGDA5MxZ6Gr5JhC7kW6wdCVbyeLw98667Nnb%2B02Vp7h3Mp8GazWmyhinN5hRaA3sqzYU98alcpzIBNViB94gPlTM1tiXfxHhI%2BZCgsCGqqov36Q8GUTe37tL%2ForaTyHddys8lMcSqbwUdr2ns4XLQ7PYT8e57CPQr6i5e9mPbgNHNg0CM4bBiuvv6ei0IV4I8Sz6vvmXXYL65z29aOPN2g1K3mI7CHmicFkYtrWALP7drwrdw2EuGOCnIYdXFkRsTZvVhxVZz3Ydb4MRsd24eb9YiM874%2FZMCRP%2FrLJSx1Bu5R7eVf6p3C6KjEVCnbd%2FwUX%2By9h4XFfwTBUSV8LfPsOpH5rbo%2Bavc3YnHLO29VBKnD6yzUuIW9UVrzkgTCuIQKl52yOzc3d7P3%2BiLwsYIHzunWMQPJub2Ql0Yx%2BMwh6qva0nDpsLQ5x1iNL6Jl%2BtLrNQ%2BYe%2FyP5K7O60FihdTr6dSY4Jp4Ckvwql0tD8WJHej5yFDcAmjhkkP5iTh5W27z838NCja1DHmCxI6G%2FBv9oUr%2BBa7nsPkpPV7%2B8r%2BtukLhsM4xmSNQ7NMbacSDDCJ4DmdVRLp5gPCzViApEjDO%2FJ9TJT6c04dM6de9EN4A5PSLoPiTlv6PCO9z2DpqxQeLQ%2BNdnzC2Ycyp%2B1nO7Mgtf89o5xdyNbNvQqPa%2FDpRT9YObb42Ez6%2BEDA9IESwecMNR%2F8ov7bQBoip%2Fr0m0wNKRvYkW35rNZV39b7IBZc2yS341ZpucueQHNCoXX%2FFZlNHusJ1W5eQWj1q0zGDTCiFwhgc0A3hMTo%2F13gbhLGfFmHu5JOpri%2ByS%2BOP8vavaMDX7sS4GBxT1o1WoFIwTj9gV%2Fs60Zf3AM7Mg84BhfzBFPDPMDjWBBi2JNr4OA9FYDeMIvyQ%2BIR4ziMnE0wBHVqvbf5Jk0K%2B5SGolvbYmqASQkIW%2FPaRQpZ54mtbsrrTmjzDumUFyg%2By%2Be2DiZsAqrnHscbP2yPxpiXgm%2B9OLNEdTLZByKUXxURSZmQNTQKYn0rhzoybJVuYLWA%3D%3D,Chegará grátis amanhã,2025-05-18 18:20:10.642996,Samsung Galaxy A25 5G Dual SIM 128Gb Azul Escuro 6Gb Ram,1570,Novo  |  +10mil vendidos,"em 12x R$ 91 , 58 sem juros",Samsung,Galaxy A,A25 5G,Azul-escuro,"6,5 """,Sim,128 GB,6 GB,5G,198292300953,,,,,,,,,50 Mpx,,13 Mpx,,,,,,,,,,,,,,,,,2,,,,Android,,Exynos 1280,,Full HD+,2340 px x 1280 px,Super AMOLED,Infinity,,,Sim,,,,,Sim,Sim,,,,,,,,Não
iphone-14,"Smartphone Samsung Galaxy A05s 4G 128GB 6GB RAM Câmera Traseira Tripla 50MP + 2MP + 2MP + Selfie 13MP Tela 6.7"" Preto",1198,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=3dYOSkqwPnbUzssj6iYaNiUCAhVJOgj%2B9GQXiaj74jaaLeRfwfAquJ4Bp%2BrDBiX%2FFIlKBBa7Id8l8Z8U%2F97x3%2BC2oQ2WiaVkBRInXn%2FVo6Ry%2FGW1PYKWZ4gvy4cZiofhRkTrp%2BKZVrEMQExuCc904vZp7wlCBkTCZ4HBC1gmsVXzdTEraQCMhnEOf8U0e2%2F5ItvtTobKw2ryF1AbFC%2F%2BN7nIIoSPr93z9MQU0h8i0saaZeMM7QMB1%2Bn8gI38WoR7kE5epvySuNGelpJcVp4nFSr5rmpHpORg1oEzrj0%2FiE9BnUQd1phT4fsYyBhwS7NPk4qlRHnPnqbdfAP7jRaCnD6qNJ5Zbo8HrpbasBXCZobjW3dIhtgOJX9Tb1Xjqwovv4gzULdG9npPhpfyJeyQ29keeW6gzVlzsuvl3AzERLoFGiRvRBQy4FW6WQ7vw%2F6Y7jf9DsrWtHcV11UxKjrkWjpmnZcyuFOphtvTii383%2BaHbJyPQXNIZ3nHkTTMFr9rueLg7A34CGOWAtarlm0P%2B9FWhmX99g6iM5IMqYwbz2Unic3EzbEGE0yntCf2JsYT6jcoihdhzrIvnRzJtvfNa4OBHPc1a5WpelFjDYnZaGgX5%2FwcytI4olsaWAnNGZcnmEdCdwa7IQd8E6xeVse%2BKWjJSvyTq8YQklmAui%2FIVGTevda27LKsjp41OZbAT0ngPqPylSEUibmo8L5lFv8VnJ3ITATre5VE8PagpRZd3A%2BcpTj3VCbrhCJO7lzEisY0gS%2BUmnYgjXnZFYMvODTmyLpJD9f%2BgRv5FeELPYUnkGIO6uy%2BbezBbpbukeDd13MjF7I4Dusu6pqdgn7SnJeMPhsQg5yyzrdwQ9hGvRF17mPp1pJ1hXJNsMktYp9K8pk3qE6SYBlhA1QfdpwqTyAKWV2aLc2PR2iCwzVDGCCJA8HrYggRmY8vdQX52%2FaHc4upUgBVVW8cNeGw%2BrbB0pDKFwot0b%2FkJ7Bl7sGcBK1qsmr7a7T8UYGfN6G50jcHKKnnhOu3jzsOnwxu71sHRuTTJMx3Jwh%2FEtIjoLQMlpFJS90gNU4dPZ%2FU9bxbjA3MUDdDBB1%2FrQ%2FkpK5Hjn2RxrO7q2E%3D,Chegará grátis amanhã,2025-05-18 18:20:10.643998,"Smartphone Samsung Galaxy A05s 4G 128GB 6GB RAM Câmera Traseira Tripla 50MP + 2MP + 2MP + Selfie 13MP Tela 6.7"" Preto",1198,Novo  |  +50mil vendidos,"ou R$ 838 em 12x R$ 69 , 83 sem juros",Samsung,Galaxy A,A05s,Preto,"6,7 """,Sim,128 GB,6 GB,4G/LTE,184262300953,2023,,Sim,,,,,Não,50 Mpx,,,,,,,3,1,,,,,,,,,,,2,,,,Android,14,Snapdragon 680,,Full HD+,1080 px x 2400 px,,,393 dpi,,Sim,,,,,Sim,,,,,,,,,
iphone-14,Apple iPhone 14 Pro (512 GB) - Roxo-profundo - Excelente (Recondicionado),5349,https://www.mercadolivre.com.br/apple-iphone-14-pro-512-gb-roxo-profundo-excelente-recondicionado/p/MLB2000120476,Frete grátis,2025-05-18 18:20:10.643998,Apple iPhone 14 Pro (512 GB) - Roxo-profundo - Excelente (Recondicionado),5349,Recondicionado  |  +5 vendidos,"em 12x R$ 445 , 75 sem juros",Apple,iPhone 14,iPhone 14 Pro,Roxo-profundo,"6,1 """,Não,512 GB,6 GB,5G,111142201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,48 Mpx,3840 px x 2160 px,12 Mpx,48 Mpx/12 Mpx/12 Mpx,f 1.78 / f 2.2 / f 1.78,12 Mpx,f 1.9,3,1,3840 px x 2160 px,Sim,Sim,206 g,14.75 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A16 Bionic,Setembro,OLED,2556 px x 1179 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Sim,Não
iphone-14,Apple iPhone 14 Pro Max (128 GB) - Roxo-profundo - Excelente (Recondicionado),5068,https://www.mercadolivre.com.br/apple-iphone-14-pro-max-128-gb-roxo-profundo-excelente-recondicionado/p/MLB2000136850,Frete grátis,2025-05-18 18:20:10.643998,Apple iPhone 14 Pro Max (128 GB) - Roxo-profundo - Excelente (Recondicionado),5042,Recondicionado  |  +100 vendidos,"em 12x R$ 420 , 17 sem juros",Apple,iPhone 14,iPhone 14 Pro Max,Roxo-profundo,"6,7 """,Não,128 GB,6 GB,5G,111172201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,48 Mpx,48 Mpx/12 Mpx/12 Mpx,f 1.78 / f 2.2 / f 1.78,12 Mpx,f 1.9,3,1,4K,Sim,Sim,240 g,16.07 cm x 7.77 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A16 Bionic,Setembro,OLED,2796 px x 1290 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Sim,Não
iphone-14,Apple iPhone 14 (128 GB) - Meia noite,4398,https://www.mercadolivre.com.br/apple-iphone-14-128-gb-meia-noite/p/MLB19615360,Frete grátis,2025-05-18 18:20:10.643998,Apple iPhone 14 (128 GB) - Meia noite,4398,Novo  |  +10mil vendidos,"em 12x R$ 366 , 58 sem juros",Apple,iPhone 14,iPhone 14,Meia‑noite,"6,1 """,Não,128 GB,6 GB,5G,109862201993,2022,Lightning,Não,Não,Sim,Sim,Sim,Sim,12 Mpx,4K,12 Mpx,12 Mpx,f 1.5/f 2.4,12 Mpx,f 1.9,2,1,4K,Sim,Sim,172 g,14.67 cm x 7.15 cm x 7.8 mm,Sim,Sim,Sim,Sim,Sim,1,2,Nano-SIM,Sim,iOS,16,Apple A15 Bionic,Setembro,OLED,2532 px x 1170 px,OLED,Retina,460 dpi,2.000 cd/m²,Sim,Íon de lítio,Sim,Sim,Não,Não,Sim,Sim,IP68,Não,Sim,Sim,Sim,Não,Não
